,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,total_charges_per_month,tenure_totalcharges,blend10,blend3,pred10,pred3,profit10,profit3,training_data,profit_without_model
5551,6551-gnydg,female,0,yes,yes,14,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),80.9,1152.8,0,14.249690976514213,1328947.8399999999,0.7955399504269188,0.7514846897356695,1,1,-1000,-1000,Yes,5000
5552,8749-jmnkx,male,1,yes,no,51,yes,yes,fiber_optic,yes,no,yes,no,yes,no,month-to-month,yes,bank_transfer_(automatic),93.8,4750.95,1,50.64978678038379,22571525.9025,0.6403700860977143,0.5671246651840298,1,1,4000,4000,Yes,-5000
5553,0326-vdyxe,female,0,yes,no,70,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,97.65,6982.5,0,71.50537634408602,48755306.25,0.5427973112689758,0.4856109116005594,1,0,-1000,5000,Yes,5000
5554,0042-rlhyp,female,0,yes,yes,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.7,1396.9,0,70.90862944162437,1951329.6100000003,0.002414387838069229,0.002657690329108823,0,0,5000,5000,Yes,5000
5555,8807-arqet,female,0,no,no,41,no,no_phone_service,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,40.35,1677.85,0,41.58240396530359,2815180.6224999996,0.6097923077081129,0.530695489157672,1,1,-1000,-1000,Yes,5000
5556,1550-loaha,female,0,yes,no,32,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),84.15,2585.95,1,30.73024361259655,6687137.402499999,0.6816525679841394,0.6109223481528401,1,1,4000,4000,Yes,-5000
5557,0562-hkhml,male,0,yes,yes,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),23.9,1626.4,0,68.05020920502093,2645176.9600000004,0.0017771675353197697,0.0020774828855572077,0,0,5000,5000,Yes,5000
5558,0810-dhdbd,female,0,no,no,52,yes,yes,dsl,yes,no,yes,yes,yes,no,one_year,no,credit_card_(automatic),74.0,3877.65,0,52.40067567567568,15036169.5225,0.016700670915571817,0.01940929065381013,0,0,5000,5000,Yes,5000
5559,2351-rrbue,female,0,yes,yes,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.65,134.05,0,6.491525423728815,17969.402500000004,0.031102157375495175,0.03973321802470826,0,0,5000,5000,Yes,5000
5560,0201-oamxr,female,0,no,no,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),115.55,8127.6,1,70.33838165296409,66057881.760000005,0.06624071564513734,0.0730277365329542,0,0,-5000,-5000,Yes,-5000
5561,4566-goluk,male,0,yes,yes,47,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),107.35,5118.95,1,47.684676292501166,26203649.1025,0.6208218539924538,0.566373140568336,1,1,4000,4000,Yes,-5000
5562,7228-omtpn,male,0,no,no,4,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,88.45,370.65,1,4.190503109101186,137381.4225,0.885966297898467,0.863570768117369,1,1,4000,4000,Yes,-5000
5563,0917-ezola,male,1,yes,no,72,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),104.15,7689.95,1,73.83533365338454,59135331.0025,0.07525746203223337,0.09495073199463573,0,0,-5000,-5000,Yes,-5000
5564,0576-wnxxc,male,1,yes,no,27,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,95.55,2510.2,1,26.27106227106227,6301104.039999999,0.8172892552639792,0.7796408144122706,1,1,4000,4000,Yes,-5000
5565,0866-qlsir,female,0,no,no,34,yes,yes,dsl,yes,yes,no,yes,no,no,one_year,yes,mailed_check,64.4,2088.75,1,32.43400621118012,4362876.5625,0.04057491254180193,0.045025248406717774,0,0,-5000,-5000,Yes,-5000
5566,3884-hcswg,female,0,no,no,17,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.0,1144.5,1,16.35,1309880.25,0.8008168954113877,0.7595921878877487,1,1,4000,4000,Yes,-5000
5567,3655-snqyz,female,0,yes,yes,69,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),113.25,7895.15,0,69.71434878587196,62333393.52249999,0.031055822878794683,0.03627175468386283,0,0,5000,5000,Yes,5000
5568,9028-lihrp,male,0,yes,yes,71,yes,no,fiber_optic,yes,yes,yes,yes,yes,no,two_year,no,credit_card_(automatic),100.2,7209.0,0,71.94610778443113,51969681.0,0.01089327635422588,0.013110346046945115,0,0,5000,5000,Yes,5000
5569,9715-sbvsu,male,0,yes,yes,14,yes,no,dsl,yes,yes,no,no,no,yes,two_year,yes,bank_transfer_(automatic),61.4,815.55,0,13.28257328990228,665121.8024999999,0.04855659853899572,0.06344087833038713,0,0,5000,5000,Yes,5000
5570,9593-cvzkr,female,0,yes,yes,56,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.45,1385.85,0,56.68098159509202,1920580.2224999997,0.004655121681489646,0.005704713846790966,0,0,5000,5000,Yes,5000
5571,4659-nzruf,female,0,no,no,19,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,95.15,1789.25,1,18.804519180241723,3201415.5625,0.7676920732626171,0.7246683134302943,1,1,4000,4000,Yes,-5000
5572,3793-mmfuh,female,1,no,no,13,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.05,1290.0,1,13.5718043135192,1664100.0,0.8846105011488191,0.8659975837806001,1,1,4000,4000,Yes,-5000
5573,1265-hvpzb,male,0,yes,no,59,yes,no,dsl,yes,yes,yes,no,yes,no,one_year,no,credit_card_(automatic),66.4,3958.2,0,59.611445783132524,15667347.239999998,0.0105788426735538,0.012342203381633207,0,0,5000,5000,Yes,5000
5574,4248-hcetz,male,1,yes,no,30,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,mailed_check,79.65,2365.15,1,29.69428750784683,5593934.522500001,0.6913519982425669,0.6244360738036769,1,1,4000,4000,Yes,-5000
5575,3092-ighwf,male,0,yes,yes,67,yes,yes,fiber_optic,no,yes,yes,no,no,no,one_year,no,electronic_check,87.4,5918.8,1,67.720823798627,35032193.440000005,0.08516386692717355,0.09168124481343018,0,0,-5000,-5000,Yes,-5000
5576,0505-spoow,female,0,yes,no,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.8,1397.65,0,70.58838383838383,1953425.5225000002,0.002399764008280587,0.002672964836525528,0,0,5000,5000,Yes,5000
5577,7299-gnvpl,female,0,yes,yes,23,yes,no,fiber_optic,yes,yes,no,yes,no,no,month-to-month,no,mailed_check,84.4,1936.85,0,22.948459715639807,3751387.9225,0.2197389007548907,0.20306949119236914,0,0,5000,5000,Yes,5000
5578,0626-qxngv,female,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),24.15,1776.45,0,73.55900621118013,3155774.6025,0.002721294528207754,0.0032683617089246247,0,0,5000,5000,Yes,5000
5579,9347-aerrl,male,0,yes,no,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.3,486.2,0,25.191709844559583,236390.44,0.016677690923818468,0.021187807601004388,0,0,5000,5000,Yes,5000
5580,3878-avsoq,female,1,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,71.25,71.25,0,1.0,5076.5625,0.8992420397661028,0.8765320299631317,1,1,-1000,-1000,Yes,5000
5581,9851-qxeeq,male,0,no,no,41,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.7,4346.4,1,41.512893982808016,18891192.959999997,0.8024822497553028,0.7561935215308015,1,1,4000,4000,Yes,-5000
5582,5753-qqwpw,female,0,no,no,28,yes,no,dsl,yes,yes,no,yes,no,no,one_year,yes,electronic_check,59.9,1654.7,0,27.624373956594326,2738032.0900000003,0.09945133314601963,0.0952145833182059,0,0,5000,5000,Yes,5000
5583,7439-dkztw,male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,80.55,80.55,0,1.0,6488.3025,0.9059343882801792,0.8819103655851754,1,1,-1000,-1000,Yes,5000
5584,2866-ikbtm,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.55,19.55,0,1.0,382.20250000000004,0.12310959313905706,0.1426806674853004,0,0,5000,5000,Yes,5000
5585,4592-iwtji,female,0,yes,yes,3,no,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,no,credit_card_(automatic),29.7,91.7,1,3.087542087542088,8408.890000000001,0.25651574283435774,0.2670007627372286,0,0,-5000,-5000,Yes,-5000
5586,6522-oiqsx,female,0,yes,yes,69,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,two_year,yes,credit_card_(automatic),54.95,3772.5,0,68.6533212010919,14231756.25,0.013279833610399,0.016139832173845223,0,0,5000,5000,Yes,5000
5587,0946-cljti,male,1,yes,no,58,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,98.7,5812.6,1,58.89159067882472,33786318.760000005,0.7621468968248276,0.7099039854320843,1,1,4000,4000,Yes,-5000
5588,7781-hvgmk,female,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),65.2,4784.45,0,73.38113496932515,22890961.8025,0.005447422402069242,0.006712652263923656,0,0,5000,5000,Yes,5000
5589,1488-sysfc,male,0,yes,yes,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,20.65,702.05,0,33.997578692493946,492874.20249999996,0.03742208578197901,0.04511347400092068,0,0,5000,5000,Yes,5000
5590,2684-eiweo,female,1,no,no,30,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month-to-month,no,credit_card_(automatic),91.7,2758.15,1,30.077971646673937,7607391.4225,0.6530731130831363,0.5792892327900935,1,1,4000,4000,Yes,-5000
5591,3137-lupix,female,0,no,no,4,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed_check,64.4,253.0,0,3.9285714285714284,64009.0,0.6909231797618804,0.6338309355189513,1,1,-1000,-1000,Yes,5000
5592,8735-dcxnf,male,0,yes,no,10,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,credit_card_(automatic),54.95,568.85,0,10.35213830755232,323590.3225,0.5656087858158655,0.49164617551299583,1,0,-1000,5000,Yes,5000
5593,8042-rnlko,male,0,no,no,66,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),25.45,1699.15,0,66.76424361493125,2887110.7225,0.003948439794221422,0.004515917991826805,0,0,5000,5000,Yes,5000
5594,4250-zbwlv,male,0,no,no,68,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,no,electronic_check,108.45,7176.55,1,66.17381281696635,51502869.9025,0.11900778153945443,0.12989539670599734,0,0,-5000,-5000,Yes,-5000
5595,3230-jcnzs,female,0,yes,yes,71,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,yes,credit_card_(automatic),99.0,7061.65,0,71.32979797979797,49866900.7225,0.024664520962620118,0.03161866222964395,0,0,5000,5000,Yes,5000
5596,6265-frmtq,male,0,no,no,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.4,609.1,0,29.857843137254907,371002.81000000006,0.009620010945880343,0.01224379513358714,0,0,5000,5000,Yes,5000
5597,2623-dryam,female,0,yes,no,70,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,101.75,7069.3,0,69.47714987714988,49975002.49,0.5465344898723652,0.4911583042179269,1,0,-1000,5000,Yes,5000
5598,0310-mvlet,female,0,yes,yes,61,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,99.15,6010.05,1,60.61573373676248,36120701.002500005,0.6904930627407866,0.6259061349573576,1,1,4000,4000,Yes,-5000
5599,0420-txvsg,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two_year,yes,credit_card_(automatic),66.1,4428.45,0,66.99621785173979,19611169.4025,0.009367694404951929,0.01157640439183431,0,0,5000,5000,Yes,5000
5600,1352-vhkaj,male,0,yes,yes,27,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,no,bank_transfer_(automatic),71.6,1957.1,0,27.333798882681567,3830240.4099999997,0.41640131108420075,0.3650937967809175,0,0,5000,5000,Yes,5000
5601,7337-cinud,female,0,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.5,159.35,0,8.171794871794871,25392.422499999997,0.03080974570868173,0.039131621676220744,0,0,5000,5000,Yes,5000
5602,2812-enymo,male,0,no,no,26,no,no_phone_service,dsl,yes,no,no,yes,yes,yes,one_year,no,credit_card_(automatic),54.55,1362.85,0,24.983501374885424,1857360.1224999998,0.03756691465170787,0.04632354914292351,0,0,5000,5000,Yes,5000
5603,0343-qluzp,male,0,no,no,60,no,no_phone_service,dsl,yes,yes,yes,no,no,no,two_year,no,bank_transfer_(automatic),39.6,2424.5,0,61.224747474747474,5878200.25,0.007187755430901367,0.008352609110605067,0,0,5000,5000,Yes,5000
5604,9894-qmimj,female,0,no,no,23,yes,no,dsl,no,yes,yes,no,no,no,one_year,no,bank_transfer_(automatic),55.8,1327.85,0,23.79659498207885,1763185.6224999998,0.11147122730288432,0.10732257862072006,0,0,5000,5000,Yes,5000
5605,0963-zbdrn,male,0,no,no,32,yes,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,96.2,3183.4,1,33.09147609147609,10134035.56,0.7109638720637121,0.6576437589365394,1,1,4000,4000,Yes,-5000
5606,0640-yjtpy,male,0,yes,yes,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),21.0,1493.75,0,71.13095238095238,2231289.0625,0.0015336267979203801,0.0017369564311035157,0,0,5000,5000,Yes,5000
5607,3115-czmzd,male,0,no,yes,0,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.25,0.0,0,0.0,0.0,0.043357666839534896,0.05467712234255897,0,0,5000,5000,Yes,5000
5608,0268-qkiwo,female,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,19.75,58.85,1,2.979746835443038,3463.3225,0.12132048630907369,0.1467186285872117,0,0,-5000,-5000,Yes,-5000
5609,2792-lshwx,female,0,no,no,1,yes,no,fiber_optic,yes,yes,no,yes,no,no,month-to-month,yes,mailed_check,83.4,83.4,0,1.0,6955.560000000001,0.7086636438692273,0.6444655233375784,1,1,-1000,-1000,Yes,5000
5610,3701-sfmuh,male,0,yes,yes,7,yes,no,dsl,yes,no,no,no,yes,yes,month-to-month,no,credit_card_(automatic),69.7,516.15,0,7.4053084648493535,266410.82249999995,0.47584089672102814,0.4297160044074335,0,0,5000,5000,Yes,5000
5611,3315-totbp,male,0,no,no,15,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,76.0,1130.85,1,14.879605263157893,1278821.7224999997,0.7778016992095511,0.7356810533235203,1,1,4000,4000,Yes,-5000
5612,2962-xpmcq,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,45.15,98.5,1,2.1816168327796235,9702.25,0.7971827829978221,0.7549208671058572,1,1,4000,4000,Yes,-5000
5613,1624-naloj,male,1,no,no,5,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,89.8,502.6,1,5.596881959910913,252606.76,0.8968019928275736,0.8769480873788775,1,1,4000,4000,Yes,-5000
5614,9514-jdski,male,1,yes,no,1,no,no_phone_service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic_check,40.2,40.2,1,1.0,1616.0400000000002,0.828697465114414,0.7893970482664495,1,1,4000,4000,Yes,-5000
5615,8245-umpyt,female,1,no,no,16,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,96.4,1581.2,1,16.402489626556015,2500193.44,0.8846707730315418,0.8646166671051726,1,1,4000,4000,Yes,-5000
5616,3237-ajgeh,female,0,yes,yes,3,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed_check,31.0,95.05,1,3.0661290322580643,9034.502499999999,0.6140195154998501,0.5663545935685381,1,1,4000,4000,Yes,-5000
5617,1455-ugqvh,male,0,yes,no,10,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,98.5,1037.75,1,10.535532994923859,1076925.0625,0.9199244270005019,0.8976134556757818,1,1,4000,4000,Yes,-5000
5618,8065-ykxkd,female,0,no,no,10,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.75,799.65,1,10.697658862876255,639440.1224999999,0.8498839130918912,0.8230458860414172,1,1,4000,4000,Yes,-5000
5619,5627-tvbpp,female,0,no,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),20.1,644.5,0,32.06467661691542,415380.25,0.013014263425414273,0.015804792734190967,0,0,5000,5000,Yes,5000
5620,3927-nlnry,male,0,yes,no,53,yes,no,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),94.25,4867.95,1,51.649336870026524,23696937.202499997,0.3930252271083927,0.36054569529467834,0,0,-5000,-5000,Yes,-5000
5621,3834-xuifc,male,0,no,no,7,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,mailed_check,85.2,602.55,1,7.072183098591548,363066.50249999994,0.8757155064879445,0.8459401891357572,1,1,4000,4000,Yes,-5000
5622,0827-itjph,male,0,no,no,36,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),18.55,689.0,0,37.14285714285714,474721.0,0.01121801574786773,0.014065412511678877,0,0,5000,5000,Yes,5000
5623,6023-yebup,male,0,no,no,3,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.95,329.95,1,3.2684497275879147,108867.00249999999,0.9224898357485504,0.9036891650763422,1,1,4000,4000,Yes,-5000
5624,5345-bmkwb,male,0,yes,no,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.25,158.35,0,7.819753086419753,25074.7225,0.05376277116293759,0.06751960815538614,0,0,5000,5000,Yes,5000
5625,1131-qqzeb,male,1,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),23.95,1756.2,0,73.32776617954072,3084238.44,0.0026418233960354,0.0031006059874294097,0,0,5000,5000,Yes,5000
5626,3262-eidhv,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),84.7,5893.9,0,69.58559622195985,34738057.20999999,0.006403701306308126,0.0078014070315891165,0,0,5000,5000,Yes,5000
5627,7446-sfaoa,female,0,yes,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),19.85,717.5,0,36.14609571788413,514806.25,0.01807277652582317,0.021158585265148966,0,0,5000,5000,Yes,5000
5628,2250-ivbwa,male,0,yes,yes,64,yes,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,no,electronic_check,81.05,5135.35,0,63.360271437384334,26371819.622500002,0.45047807197478223,0.37594550122749854,0,0,5000,5000,Yes,5000
5629,0781-lkxbr,male,1,no,no,9,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.5,918.6,1,9.140298507462687,843825.9600000001,0.9147540977324575,0.8957159219377588,1,1,4000,4000,Yes,-5000
5630,3507-gasnp,male,0,no,yes,60,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.95,1189.9,0,59.64411027568923,1415862.0100000002,0.002373455267992596,0.002731963255737899,0,0,5000,5000,Yes,5000
5631,8868-wozgu,male,0,no,no,28,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,105.7,2979.5,1,28.188268684957425,8877420.25,0.8208056726869495,0.7839243825190961,1,1,4000,4000,Yes,-5000
5632,1251-krreg,male,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed_check,54.4,114.1,1,2.097426470588235,13018.81,0.7508258669751638,0.7001738702429399,1,1,4000,4000,Yes,-5000
5633,5840-nvdcg,female,0,yes,yes,16,yes,no,dsl,yes,yes,no,yes,no,yes,two_year,no,bank_transfer_(automatic),68.25,1114.85,0,16.334798534798534,1242890.5224999997,0.026541263526163254,0.03301569465530637,0,0,5000,5000,Yes,5000
0,8879-zkjof,female,0,no,no,41,yes,no,dsl,yes,no,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),79.85,3320.75,0,41.58735128365686,11027380.5625,0.04185124354888521,0.047892552962588014,0,0,5000,5000,No,5000
1,0201-mibol,female,1,no,no,66,yes,yes,fiber_optic,yes,no,no,no,yes,yes,two_year,yes,bank_transfer_(automatic),102.4,6471.85,0,63.20166015625,41884842.42250001,0.07768126401622065,0.09515450845913699,0,0,5000,5000,No,5000
2,1600-dilpe,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),45.0,524.35,0,11.652222222222223,274942.92250000004,0.6371904816718835,0.5742189823094755,1,1,-1000,-1000,No,5000
3,8601-qacrs,female,0,no,no,5,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,50.6,249.95,1,4.939723320158103,62475.002499999995,0.736091080159738,0.6870276922795864,1,1,4000,4000,No,-5000
4,7919-zodzz,female,0,yes,yes,10,yes,no,dsl,no,yes,yes,no,no,yes,one_year,yes,mailed_check,65.9,660.05,0,10.015933232169953,435666.00249999994,0.13213999310425806,0.1487428932851875,0,0,5000,5000,No,5000
5,7964-zrkkg,male,0,yes,no,67,yes,yes,fiber_optic,no,yes,no,no,yes,no,one_year,yes,bank_transfer_(automatic),88.4,5798.3,0,65.59162895927602,33620282.89,0.21828676142406978,0.2012498634572537,0,0,5000,5000,No,5000
6,1357-bijki,male,0,yes,no,50,yes,yes,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,electronic_check,98.25,4858.7,0,49.45241730279898,23606965.689999998,0.6828368803119318,0.6217849929210135,1,1,-1000,-1000,No,5000
7,8720-rqsbj,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,44.0,44.0,0,1.0,1936.0,0.7833403926957383,0.7363327761713518,1,1,-1000,-1000,No,5000
8,4682-blbuc,male,0,yes,no,44,yes,no,dsl,no,yes,yes,yes,yes,no,one_year,yes,electronic_check,70.95,3250.45,0,45.81324876673713,10565425.202499999,0.08015181682735205,0.08165436931166303,0,0,5000,5000,No,5000
9,8930-xotdp,female,0,yes,yes,18,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed_check,55.95,1082.8,0,19.352993744414654,1172455.8399999999,0.60865245976782,0.5307058173791152,1,1,-1000,-1000,No,5000
10,0111-klbqg,male,1,yes,yes,32,yes,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,mailed_check,93.95,2861.45,0,30.45715806279936,8187896.102499999,0.7157860915924953,0.6563705924138201,1,1,-1000,-1000,No,5000
11,2898-mrkpi,male,0,yes,yes,68,yes,yes,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,credit_card_(automatic),101.05,6770.5,0,67.00148441365661,45839670.25,0.11791929184517544,0.13366092510885805,0,0,5000,5000,No,5000
12,6168-wfvvf,female,1,no,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.3,235.5,1,3.349928876244666,55460.25,0.8219220547959759,0.7977997072635569,1,1,4000,4000,No,-5000
13,0178-szbho,male,0,yes,yes,47,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,no,electronic_check,87.2,4017.45,0,46.0716743119266,16139904.502499998,0.6642000944001498,0.5910154389878641,1,1,-1000,-1000,No,5000
14,5469-nujur,male,0,no,no,19,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.95,373.5,0,18.721804511278197,139502.25,0.022905855623597506,0.02985456354544679,0,0,5000,5000,No,5000
15,4836-wnfno,female,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.0,1849.2,0,73.968,3419540.64,0.002015663292555749,0.002388398237283602,0,0,5000,5000,No,5000
16,0064-yijgf,male,0,yes,yes,27,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),75.75,1929.0,0,25.465346534653467,3721041.0,0.674253921692423,0.617685485132621,1,1,-1000,-1000,No,5000
17,7682-azndk,male,0,yes,yes,34,yes,no,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,89.85,3091.75,0,34.410127991096275,9558918.0625,0.6958512571493344,0.6336878901142211,1,1,-1000,-1000,No,5000
18,5153-rthkf,female,0,no,no,34,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,no,electronic_check,85.35,2896.6,0,33.93790275336848,8390291.559999999,0.7564712217830206,0.7028474279763225,1,1,-1000,-1000,No,5000
19,5973-ejgdp,male,0,no,no,51,yes,yes,fiber_optic,no,yes,yes,yes,no,no,month-to-month,yes,electronic_check,87.35,4473.0,0,51.20778477389811,20007729.0,0.6061172158320951,0.527394752373988,1,1,-1000,-1000,No,5000
20,5868-ytyks,male,0,no,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.25,20.25,0,1.0,410.0625,0.16947762375798958,0.19266428923551615,0,0,5000,5000,No,5000
21,8623-tmrby,male,1,yes,yes,51,yes,yes,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,84.2,4146.05,1,49.24049881235155,17189730.602500003,0.6695465409047164,0.5984541499513194,1,1,4000,4000,No,-5000
22,4163-kiuhy,male,0,no,no,35,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,25.6,901.25,0,35.205078125,812251.5625,0.04868772603672019,0.058618852903363966,0,0,5000,5000,No,5000
